time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,,,,,,,,
17:32.1,3,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.668984701,0.663415354,0.797423535,-0.020079084,-0.02924535,0.024208761,0.109494879,0.011281315,0.110957046,0.001130969,0.002423351,0.000970528,0.003103062,0.009225652,0.004868734,0.000517435,2.43E-06,0.00050236,37.20,,,,,,,,
17:32.0,3,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.686138155,0.680638417,0.800101078,0.019170693,-0.008941083,0.061616422,0.112138964,0.0406678,0.344342167,0.000362804,0.001387701,9.96E-05,0.003740033,0.00628097,0.004238909,0.002515226,0.000119054,0.002617924,37.30,-0.167392029,-0.163743169,-0.183605813,0.320288946,0.000717102,0.000729143,0.001036224,0.003632829
17:32.0,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.685674548,0.678930978,0.800076571,0.000483833,-0.015835265,0.046631925,0.097654584,0.010729372,0.102363563,0.000433302,0.001101514,0.000328293,0.002794056,0.005764149,0.003123847,0.000977045,1.81E-05,0.001273092,37.40,,,,,,,,
17:32.0,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.682892907,0.704355974,0.717480359,-0.013115236,-0.031043425,0.033358611,0.106635388,0.009822791,0.110270825,0.00021794,0.001077979,0.00043431,0.002711412,0.00482527,0.003199556,0.000360271,7.16E-06,0.000573481,37.50,,,,,,,,
17:31.9,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.687065369,0.685824687,0.783245053,0.072629772,0.04963837,0.116332313,0.15889636,0.018288936,0.174974454,0.000259207,0.000959667,0.000214553,0.001536334,0.003902854,0.001914158,0.002809139,5.16E-05,0.003816648,37.60,,,,,,,,
17:31.9,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.687528975,0.67972283,0.805760054,0.213464313,0.146547402,0.242989472,0.288471837,0.037861012,0.340351204,0.000284139,0.001022759,4.81E-05,4.04E-05,0.000788144,5.35E-05,1.11E-05,3.39E-06,2.18E-05,37.70,,,,,,,,
17:31.9,3,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6824293,0.676327015,0.797655264,-0.02093367,-0.031213849,0.025363387,0.07526752,0.007883251,0.076978929,0.000445338,0.001166698,0.000263001,0.00153678,0.003567336,0.001974682,9.13E-05,2.92E-06,0.00014513,37.80,,,,,,,,
17:31.8,3,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.689383403,0.683001598,0.799184511,-0.010733726,-0.024424539,0.036955934,0.111056155,0.039221527,0.334798347,0.000445338,0.001209196,0.000358148,0.004056259,0.005871215,0.004376801,8.96E-05,2.49E-05,0.001396144,37.90,-0.159974989,-0.133733098,-0.174851345,0.304455797,0.000116721,0.001505584,5.99E-05,0.000437147
17:31.8,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.66620306,0.634782609,0.802197802,0.038143478,-0.024696651,0.072968257,0.104352453,0.01100083,0.110208306,0,0,0,0,0,0,0,0,0,38.00,,,,,,,,
17:26.0,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.671766342,0.636752137,0.818681319,0.1059274,0.047592505,0.142343914,0.1856053,0.021460033,0.205310141,0,0,0,0,0,0,0,0,0,38.10,,,,,,,,
17:25.9,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.625869263,0.603485839,0.760989011,-0.098315797,-0.158598808,-0.072929765,0.125969594,0.010995027,0.118644525,0,0,0,0,0,0,0,0,0,38.20,,,,,,,,
12:51.2,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.659248957,0.627956989,0.802197802,-0.067267244,-0.10273121,-0.027816983,0.044574201,0.025369419,0.289094119,0,0,0,0,0,0,0,0,0,38.30,-0.139893957,-0.191598326,-0.14152873,0.236548019,0,0,0,0
12:33.9,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.657858136,0.632286996,0.774725275,-0.069769263,-0.113964756,-0.032294901,0.054369897,0.004868839,0.052943334,0,0,0,0,0,0,0,0,0,38.40,,,,,,,,
12:33.8,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.662030598,0.657963446,0.692307692,-0.086750376,-0.116451571,-0.04471503,0.09010756,0.006741321,0.08627637,0,0,0,0,0,0,0,0,0,38.50,,,,,,,,
12:33.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.664812239,0.642032333,0.763736264,0.018234129,-0.037302234,0.054466371,0.084232876,0.008211451,0.087993178,0,0,0,0,0,0,0,0,0,38.60,,,,,,,,
12:33.6,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.664812239,0.634573304,0.796703297,0.210523286,0.107276079,0.234917499,0.284036612,0.035416598,0.334126247,0,0,0,0,0,0,0,0,0,38.70,,,,,,,,
12:33.5,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.653685675,0.628062361,0.774725275,-0.074687296,-0.113964756,-0.037414355,0.062988724,0.005640658,0.061084492,0,0,0,0,0,0,0,0,0,38.80,,,,,,,,
08:01.4,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.660639777,0.635135135,0.774725275,-0.097572719,-0.129571667,-0.056557777,0.098976109,0.034722155,0.386662952,0,0,0,0,0,0,0,0,0,38.90,-0.172488499,-0.184702929,-0.173567782,0.31097561,0,0,0,0
07:47.3,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.696801113,0.708045977,0.771929825,0.074793946,0.072377788,0.120035149,0.171478785,0.019817743,0.188112836,0,0,0,0,0,0,0,0,0,39.00,,,,,,,,
07:42.7,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69123783,0.702517162,0.769423559,0.110019115,0.062173707,0.141792619,0.196934193,0.02340989,0.219318616,0,0,0,0,0,0,0,0,0,39.10,,,,,,,,
07:42.6,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.673157163,0.662698413,0.837092732,0.027030204,-0.000474608,0.057738723,0.077328647,0.009532634,0.080482172,0,0,0,0,0,0,0,0,0,39.20,,,,,,,,
03:08.1,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.700973574,0.707207207,0.786967419,0.05985747,-0.01518747,0.087369654,0.127237361,0.046570244,0.331498605,0,0,0,0,0,0,0,0,0,39.30,-0.158590129,-0.127192982,-0.189595263,0.348381295,0,0,0,0
02:51.1,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.707927677,0.70678337,0.80952381,0.057734129,-0.00450878,0.089794962,0.127068342,0.014825103,0.135898011,0,0,0,0,0,0,0,0,0,39.40,,,,,,,,
02:50.9,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.692628651,0.725888325,0.71679198,0.024422174,-0.030374941,0.057305214,0.096581821,0.009461062,0.101569733,0,0,0,0,0,0,0,0,0,39.50,,,,,,,,
02:50.8,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.702364395,0.708803612,0.786967419,0.109065335,0.079496915,0.148096075,0.201949193,0.024450587,0.225583016,0,0,0,0,0,0,0,0,0,39.60,,,,,,,,
02:50.7,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.705146036,0.704595186,0.807017544,0.207573969,0.161129568,0.241429408,0.292051704,0.039859873,0.345384216,0,0,0,0,0,0,0,0,0,39.70,,,,,,,,
02:50.6,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.703755216,0.702173913,0.80952381,0.017693945,-0.00450878,0.059250146,0.086286621,0.009782169,0.090238346,0,0,0,0,0,0,0,0,0,39.80,,,,,,,,
58:20.9,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.696801113,0.697167756,0.802005013,0.053389159,0.005457997,0.086280023,0.122094373,0.046179499,0.317627496,0,0,0,0,0,0,0,0,0,39.90,-0.161310405,-0.090643275,-0.184905137,0.326172662,0,0,0,0
58:06.7,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.709318498,0.744019139,0.753026634,0.127696538,0.152217742,0.193506825,0.261918329,0.029342639,0.303700795,0,0,0,0,0,0,0,0,0,40.00,,,,,,,,
58:00.5,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.705146036,0.73871734,0.753026634,0.164281904,0.152217742,0.215894885,0.283626613,0.032737479,0.333553758,0,0,0,0,0,0,0,0,0,40.10,,,,,,,,
58:00.4,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.707927677,0.72406181,0.794188862,0.011048342,0.071337366,0.087817324,0.125186398,0.013316285,0.133744441,0,0,0,0,0,0,0,0,0,40.20,,,,,,,,
53:24.0,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.698191933,0.706751055,0.811138015,0.064921852,0.09109543,0.125296594,0.164605329,0.050063738,0.412433777,0,0,0,0,0,0,0,0,0,40.30,-0.203692002,-0.172438198,-0.219693447,0.375937523,0,0,0,0
53:07.1,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.69123783,0.697722567,0.81598063,0.013486632,0.070967742,0.082395714,0.111525512,0.012494173,0.118249345,0,0,0,0,0,0,0,0,0,40.40,,,,,,,,
53:07.0,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.694019471,0.729216152,0.743341404,0.022982495,0.053696237,0.087485649,0.133216783,0.013265991,0.142966372,0,0,0,0,0,0,0,0,0,40.50,,,,,,,,
53:06.8,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.694019471,0.706638116,0.799031477,0.090589852,0.10672043,0.146434494,0.190507012,0.02220477,0.211347168,0,0,0,0,0,0,0,0,0,40.60,,,,,,,,
53:06.7,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.692628651,0.7,0.813559322,0.222295684,0.171236559,0.252621508,0.289327197,0.038306565,0.341543148,0,0,0,0,0,0,0,0,0,40.70,,,,,,,,
53:06.6,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68984701,0.69874477,0.808716707,-0.005807659,0.024831989,0.054254369,0.076527215,0.008226926,0.07961395,0,0,0,0,0,0,0,0,0,40.80,,,,,,,,
48:33.8,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.710709318,0.716701903,0.820823245,0.011982383,0.050840054,0.081145554,0.112097982,0.036762928,0.300104592,0,0,0,0,0,0,0,0,0,40.90,-0.146126064,-0.125853091,-0.166081116,0.276219119,0,0,0,0
48:19.9,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.703333333,0.803877508,0.793358396,-0.131951767,-0.08914311,-0.125523018,0.209336406,0.027033333,0.18263559,2.22E-05,0.000565743,0.000247831,0.013879475,0.001277781,0.006350312,0.022342781,0.000299882,0.014667491,41.00,,,,,,,,
48:19.9,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.726666667,0.813742413,0.821553885,-0.106425337,-0.088983801,-0.118623979,0.19953324,0.0258,0.17448062,0.000422222,0.000485562,0.00309706,0.015128499,0.001051892,0.005023099,0.022532945,0.000239327,0.014521152,41.10,,,,,,,,
48:19.9,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.663333333,0.73712317,0.851879699,0.071643422,0.083198784,0.071871662,0.078737724,0.015466667,0.082267864,0.000955556,0.001841339,0.000306499,0.001535538,0.000305113,0.00044126,0.000433031,1.61E-05,0.000516956,41.20,,,,,,,,
48:19.8,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.716666667,0.769952592,0.884085213,0.017427118,0.016788968,0.016776461,0.037629438,0.007133333,0.038071212,0.000622222,0.001203179,0.001018367,0.002460584,0.007127934,0.000823201,2.93E-05,2.54E-06,3.64E-05,41.30,,,,,,,,
48:19.8,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.746666667,0.785068291,0.906766917,0.031018619,0.046885722,0.03151887,0.066180454,0.0128,0.067833919,0.001155556,0.000153519,0.001730548,0.01932204,0.00382332,0.002760166,0.000326404,1.98E-05,0.000409391,41.40,,,,,,,,
48:19.8,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.616666667,0.820243517,0.617418546,0.053800273,0.097240536,0.058158701,0.191689908,0.025133333,0.204322104,0.000422222,0.00063185,0.000783569,0.036954364,0.001960799,0.014322152,0.005268006,0.000144116,0.008531377,41.50,,,,,,,,
48:19.7,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.76,0.792932057,0.915538847,-0.004082392,0.03476451,0.001774472,0.082955985,0.015033333,0.081625108,0.0006,4.41E-05,0.000980867,0.024374539,0.002000479,0.005293881,0.001082617,2.49E-05,0.000806888,41.60,,,,,,,,
48:19.7,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.753333333,0.793650794,0.901629073,-0.078010074,-0.008713751,-0.055806525,0.072939169,0.012133333,0.068141254,8.89E-05,0.000220459,0.0003918,0.019137017,0.006123344,0.002929679,0.005359379,0.000138916,0.004453574,41.70,,,,,,,,
48:19.7,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.726666667,0.755716586,0.932706767,0.035203181,0.010642053,0.021755282,0.060859257,0.0122,0.062045474,0.000622222,0.000865261,8.04E-05,0.007253601,0.008166719,0.003513298,0.000774298,2.99E-05,0.000887741,41.80,,,,,,,,
48:19.6,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.716666667,0.765630999,0.892857143,0.045728861,0.046003177,0.045257277,0.067600963,0.013166667,0.070284532,0.000555556,0.001205996,0.00066661,0.014378342,0.003227235,0.002519975,0.000971162,3.48E-05,0.001136834,41.90,,,,,,,,
48:19.6,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.7,0.819444444,0.776315789,-0.291108891,-0.085714286,-0.231617647,0.411764706,0.0504,0.344840486,0,0,0,0,0,0,0,0,0,42.00,,,,,,,,
48:17.7,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.7,0.838235294,0.75,-0.27992008,-0.049350649,-0.21875,0.411764706,0.0476,0.344840486,0,0,0,0,0,0,0,0,0,42.10,,,,,,,,
48:17.6,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.69,0.777777778,0.828947368,0.031401931,0.104761905,0.049632353,0.058823529,0.0108,0.060624622,0,0,0,0,0,0,0,0,0,42.20,,,,,,,,
46:21.5,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.69,0.764705882,0.855263158,-0.030802531,0.134199134,0.036764706,0.042016807,0.008,0.042925045,0,0,0,0,0,0,0,0,0,42.30,,,,,,,,
46:16.5,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.7,0.773809524,0.855263158,-0.16017316,0.134199134,-0.040441176,0.049773756,0.0088,0.04857467,0,0,0,0,0,0,0,0,0,42.40,,,,,,,,
46:16.4,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.59,0.830188679,0.578947368,-0.201631702,0.121212121,-0.090073529,0.192156863,0.0196,0.175764156,0,0,0,0,0,0,0,0,0,42.50,,,,,,,,
46:16.3,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.73,0.788235294,0.881578947,-0.223809524,0.097835498,-0.101102941,0.129411765,0.022,0.121696935,0,0,0,0,0,0,0,0,0,42.60,,,,,,,,
46:16.2,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.74,0.797619048,0.881578947,-0.269264069,0.097835498,-0.132352941,0.176470588,0.0288,0.162518929,0,0,0,0,0,0,0,0,0,42.70,,,,,,,,
46:16.1,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.72,0.760869565,0.921052632,-0.036363636,0.109090909,0.025735294,0.02745098,0.0056,0.027834799,0,0,0,0,0,0,0,0,0,42.80,,,,,,,,
44:20.3,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.7,0.76744186,0.868421053,-0.123809524,0.116017316,-0.023897059,0.02832244,0.0052,0.027928776,0,0,0,0,0,0,0,0,0,42.90,,,,,,,,
44:16.6,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.71,0.821917808,0.789473684,-0.09504603,-0.134536505,-0.105390966,0.160859896,0.0217,0.14916102,0,0,0,0,0,0,0,0,0,43.00,,,,,,,,
44:14.7,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.73,0.818181818,0.828947368,-0.008841491,-0.128794094,-0.064594463,0.089201878,0.0133,0.085445206,0,0,0,0,0,0,0,0,0,43.10,,,,,,,,
44:14.7,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68,0.755813953,0.855263158,0.124760733,0.082854799,0.100048567,0.107459572,0.0206,0.113683469,0,0,0,0,0,0,0,0,0,43.20,,,,,,,,
42:17.9,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.75,0.814814815,0.868421053,-0.00257497,-0.060705496,-0.02379796,0.030006124,0.0049,0.029564748,0,0,0,0,0,0,0,0,0,43.30,,,,,,,,
42:13.3,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.76,0.802325581,0.907894737,0.087024884,0.007383101,0.051481302,0.057421452,0.0106,0.059136023,0,0,0,0,0,0,0,0,0,43.40,,,,,,,,
42:13.2,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.64,0.844827586,0.644736842,0.262122869,0.13535685,0.20301117,0.280348759,0.0418,0.328988572,0,0,0,0,0,0,0,0,0,43.50,,,,,,,,
42:13.2,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.76,0.802325581,0.907894737,0.087024884,0.007383101,0.051481302,0.057421452,0.0106,0.059136023,0,0,0,0,0,0,0,0,0,43.60,,,,,,,,
42:13.1,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.76,0.80952381,0.894736842,-0.01804758,-0.03609516,-0.017484216,0.021126761,0.0036,0.020906685,0,0,0,0,0,0,0,0,0,43.70,,,,,,,,
