time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|mean_pred,VAR|race|unprivileged mean_pred,VAR|race|privileged mean_pred,VAR|race|unprivileged acc,VAR|race|privileged acc,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[ERD] Error Rate Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[A_SPD] Absolute Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[FR] Flip Rate,VAR|race|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|race|[DF] Differential Fairness for One Attribute,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MAOD] M Average Odds Difference,id
40:54.3,1,Compas Dataset,FYP VAE,SupportVectorClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.695410292,0.694045175,0.828431373,0.755307263,0.677329624,0.677894737,0.676229508,0.667368421,0.75,0.043724424,-0.021792763,0.001665229,-0.082631579,0.043724424,0.021792763,0.001665229,1.00246252,0.002456471,0.151599444,0.000373336,0.002459493,0.000373336,0.000373336,0.002459493,0.00515651,0.021792763,0.043724424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:53.2,1,Compas Dataset,FYP VAE,SupportVectorClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.694019471,0.7,0.806372549,0.749430524,0.653685675,0.656842105,0.647540984,0.671578947,0.737704918,0.049530228,-0.004523026,0.009301122,-0.066125971,0.049530228,0.004523026,0.009301122,1.014363757,0.014160361,0.151599444,0.002085264,0.014261576,0.002085264,0.002085264,0.014261576,0.026743674,0.004523026,0.049530228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:52.2,1,Compas Dataset,FYP VAE,SupportVectorClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.699582754,0.70083682,0.821078431,0.756207675,0.664812239,0.665263158,0.663934426,0.675789474,0.745901639,0.042369504,-0.012541118,0.001328732,-0.070112166,0.042369504,0.012541118,0.001328732,1.0020013,0.001997302,0.150208623,0.000297895,0.0019993,0.000297895,0.000297895,0.0019993,0.003961624,0.012541118,0.042369504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:51.2,1,Compas Dataset,FYP VAE,SupportVectorClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.700973574,0.712087912,0.794117647,0.750869061,0.632823366,0.635789474,0.62704918,0.671578947,0.758196721,0.055522991,-0.024054276,0.008740293,-0.086617774,0.055522991,0.024054276,0.008740293,1.013938768,0.01374715,0.148817803,0.001959529,0.013842517,0.001959529,0.001959529,0.013842517,0.023714491,0.024054276,0.055522991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:50.1,1,Compas Dataset,LFR,SupportVectorClassifier,,['race'],{'c': 'LFR'},0.694019471,0.699152542,0.808823529,0.75,0.656467316,0.648421053,0.672131148,0.675789474,0.729508197,0.01240971,-0.021587171,-0.023710095,-0.053718723,0.01240971,0.021587171,0.023710095,0.964724005,0.036565893,0.136300417,0.005315681,0.035913224,0.005315681,0.005315681,0.035913224,0.069820599,0.021587171,0.01240971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:16.7,1,Compas Dataset,Reweighing Bias Mitigation,SupportVectorClassifier,,['race'],{},0.69123783,0.69214876,0.821078431,0.751121076,0.673157163,0.654736842,0.709016393,0.669473684,0.733606557,-0.018927474,-0.054481908,-0.054279551,-0.064132873,0.018927474,0.054481908,0.054279551,0.92344387,0.082902852,0.091794159,0.012169197,0.079645261,0.012169197,0.012169197,0.079645261,0.171039972,0.054481908,0.018927474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:09.6,1,Compas Dataset,FairBalance Bias Mitigation,SupportVectorClassifier,,['race'],{},0.707927677,0.742647059,0.742647059,0.742647059,0.567454798,0.545263158,0.610655738,0.694736842,0.733606557,-0.026358259,-0.053659539,-0.06539258,-0.038869715,0.026358259,0.053659539,0.06539258,0.892914165,0.119928476,0.07232267,0.01466068,0.113264823,0.01466068,0.01466068,0.113264823,0.155254937,0.053659539,0.026358259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
40:02.1,1,Compas Dataset,FairMask Bias Mitigation,SupportVectorClassifier,DecisionTreeRegressor,['race'],{},0.703755216,0.707889126,0.81372549,0.757126568,0.652294854,0.606315789,0.741803279,0.68,0.75,-0.099075476,-0.129111842,-0.135487489,-0.07,0.099075476,0.129111842,0.135487489,0.817353882,0.223460269,0,0.030375599,0.20168313,0.030375599,0.030375599,0.20168313,0.421827312,0.129111842,0.099075476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
39:55.5,1,Compas Dataset,No Bias Mitigation,SupportVectorClassifier,,['race'],{},0.699582754,0.705128205,0.808823529,0.753424658,0.650904033,0.612631579,0.725409836,0.682105263,0.733606557,-0.079728227,-0.094983553,-0.112778257,-0.051501294,0.079728227,0.094983553,0.112778257,0.844531668,0.18408822,0.041724618,0.025284306,0.168973044,0.025284306,0.025284306,0.168973044,0.344096559,0.094983553,0.079728227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
39:48.8,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.695410292,0.703225806,0.801470588,0.749140893,0.646731572,0.637894737,0.663934426,0.682105263,0.721311475,0.007903112,-0.012335526,-0.026039689,-0.039206212,0.007903112,0.012335526,0.026039689,0.960779727,0.040821295,0.137691238,0.005837965,0.040010108,0.005837965,0.005837965,0.040010108,0.074628651,0.012335526,0.007903112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
37:12.8,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.695410292,0.70235546,0.803921569,0.749714286,0.649513213,0.650526316,0.647540984,0.677894737,0.729508197,0.040535604,0.002055921,0.002985332,-0.05161346,0.040535604,0.002055921,0.002985332,1.00461026,0.004589103,0.16550765,0.000669296,0.004599665,0.000669296,0.000669296,0.004599665,0.008506087,0.002055921,0.040535604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
35:12.0,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.69123783,0.696202532,0.808823529,0.74829932,0.659248957,0.652631579,0.672131148,0.675789474,0.721311475,0.014500631,-0.011101974,-0.019499569,-0.045522002,0.014500631,0.011101974,0.019499569,0.970988447,0.029878371,0.140472879,0.004371703,0.029440709,0.004371703,0.004371703,0.029440709,0.05777226,0.011101974,0.014500631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
31:52.7,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.695410292,0.701492537,0.806372549,0.750285063,0.652294854,0.644210526,0.668032787,0.675789474,0.733606557,0.013608263,-0.025493421,-0.023822261,-0.057817084,0.013608263,0.025493421,0.023822261,0.964339684,0.036978999,0.133518776,0.005340828,0.036311678,0.005340828,0.005340828,0.036311678,0.069302982,0.025493421,0.013608263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
28:27.8,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.694019471,0.694214876,0.823529412,0.753363229,0.673157163,0.671578947,0.676229508,0.673684211,0.733606557,0.032584492,-0.008634868,-0.004650561,-0.059922347,0.032584492,0.008634868,0.004650561,0.993122807,0.006924816,0.152990264,0.001042632,0.00690095,0.001042632,0.001042632,0.00690095,0.014261576,0.008634868,0.032584492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
24:29.1,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.687065369,0.701098901,0.781862745,0.739281576,0.632823366,0.616842105,0.663934426,0.669473684,0.721311475,-0.012288098,-0.043585526,-0.047092321,-0.051837791,0.012288098,0.043585526,0.047092321,0.929070825,0.076344206,0.116828929,0.010557856,0.073570305,0.010557856,0.010557856,0.073570305,0.131140861,0.043585526,0.012288098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
21:48.1,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.694019471,0.703463203,0.796568627,0.747126437,0.64255911,0.637894737,0.651639344,0.677894737,0.725409836,0.022392131,-0.009662829,-0.013744607,-0.047515099,0.022392131,0.009662829,0.013744607,0.978907646,0.021546827,0.148817803,0.00308147,0.021317975,0.00308147,0.00308147,0.021317975,0.038696642,0.009662829,0.022392131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
20:07.4,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.69123783,0.69375,0.816176471,0.75,0.66759388,0.667368421,0.668032787,0.677894737,0.717213115,0.03245192,0.011101974,-0.000664366,-0.039318378,0.03245192,0.011101974,0.000664366,0.999005489,0.000995501,0.155771905,0.000148947,0.000995006,0.000148947,0.000148947,0.000995006,0.0019993,0.011101974,0.03245192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
19:10.8,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.685674548,0.696969697,0.789215686,0.740229885,0.64255911,0.642105263,0.643442623,0.669473684,0.717213115,0.033867269,-0.000411184,-0.00133736,-0.047739431,0.033867269,0.000411184,0.00133736,0.997921555,0.002082773,0.155771905,0.000299829,0.002080607,0.000299829,0.000299829,0.002080607,0.00374374,0.000411184,0.033867269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
16:52.3,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.696801113,0.704741379,0.801470588,0.75,0.645340751,0.633684211,0.668032787,0.682105263,0.725409836,0.000377409,-0.022820724,-0.034348576,-0.043304573,0.000377409,0.022820724,0.034348576,0.948582499,0.054204564,0.130737135,0.007700774,0.052786515,0.007700774,0.007700774,0.052786515,0.098459566,0.022820724,0.000377409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
14:29.6,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.694019471,0.708888889,0.781862745,0.743589744,0.625869263,0.614736842,0.647540984,0.675789474,0.729508197,0.004692639,-0.033100329,-0.032804142,-0.053718723,0.004692639,0.033100329,0.032804142,0.94934044,0.053362901,0.129346314,0.00735452,0.05198781,0.00735452,0.00735452,0.05198781,0.088992278,0.033100329,0.004692639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
13:51.6,1,Compas Dataset,LFR,LogisticRegression,,['race'],{'c': 'LFR'},0.706536857,0.715536105,0.801470588,0.756069364,0.635605007,0.612631579,0.680327869,0.694736842,0.729508197,-0.033807412,-0.043791118,-0.06769629,-0.034771355,0.033807412,0.043791118,0.06769629,0.90049461,0.110500817,0.107093185,0.01517716,0.1048111,0.01517716,0.01517716,0.1048111,0.192080352,0.043791118,0.033807412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
13:25.3,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.699582754,0.707792208,0.801470588,0.751724138,0.64255911,0.644210526,0.639344262,0.675789474,0.745901639,0.047361123,-0.012335526,0.004866264,-0.070112166,0.047361123,0.012335526,0.004866264,1.007611336,0.007553841,0.180806676,0.001090991,0.007582516,0.001090991,0.001090991,0.007582516,0.013584678,0.012335526,0.047361123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
13:25.0,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.675938804,0.720403023,0.700980392,0.710559006,0.552155772,0.557894737,0.540983607,0.677894737,0.672131148,0.045736713,0.047697368,0.01691113,0.005763589,0.045736713,0.047697368,0.01691113,1.031259968,0.030312403,0.189151599,0.003791389,0.030781325,0.003791389,0.003791389,0.030781325,0.037537919,0.047697368,0.045736713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
13:24.7,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.699582754,0.708695652,0.799019608,0.751152074,0.639777469,0.578947368,0.758196721,0.682105263,0.733606557,-0.148515092,-0.152549342,-0.179249353,-0.051501294,0.148515092,0.152549342,0.179249353,0.763584637,0.309612519,0,0.040186784,0.269731306,0.040186784,0.040186784,0.269731306,0.554633344,0.152549342,0.148515092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
13:24.3,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.696801113,0.705627706,0.799019608,0.749425287,0.64255911,0.595789474,0.733606557,0.682105263,0.725409836,-0.107542712,-0.110608553,-0.137817084,-0.043304573,0.107542712,0.110608553,0.137817084,0.812137607,0.231318427,0.033379694,0.030897882,0.208085487,0.030897882,0.030897882,0.208085487,0.416961523,0.110608553,0.107542712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62745E+18
13:24.0,1,Compas Dataset,FYP VAE,nn keras,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.677329624,0.683870968,0.789081886,0.732718894,0.646731572,0.617021277,0.702811245,0.644680851,0.738955823,-0.038259599,-0.097080858,-0.085789968,-0.094274972,0.038259599,0.097080858,0.085789968,0.877933131,0.139038914,0.107093185,0.019421194,0.130184849,0.019421194,0.019421194,0.130184849,0.253611959,0.097080858,0.038259599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90835E+18
